Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Mileage
8750,49,68565,Petrol,110,1,0,1600,4,1030,42604
11450,55,68520,Diesel,72,1,0,2000,3,1115,42576
9950,46,68414,Petrol,97,0,0,1400,3,1025,42510
11950,56,66777,Petrol,110,0,0,1600,5,1090,41493
13950,52,66527,Petrol,110,1,0,1600,5,1080,41338
11250,54,66063,Petrol,110,1,0,1600,5,1090,41050
10900,50,65471,Petrol,97,1,0,1400,5,1060,40682
9750,56,65400,Petrol,97,1,0,1400,3,1025,40638
9950,52,65170,Petrol,97,1,0,1400,3,1025,40495
11950,56,65000,Petrol,110,1,0,1600,5,1075,40389
10450,48,64193,Petrol,110,1,0,1600,3,1040,39888
8950,54,64000,Petrol,97,1,0,1400,3,1025,39768
10250,54,63792,Petrol,110,1,0,1600,5,1075,39638
9930,53,63635,Petrol,110,1,0,1600,4,1035,39541
10500,54,63135,Petrol,110,1,0,1600,3,1050,39230
11950,54,63123,Petrol,110,1,0,1600,4,1035,39223
11500,48,63000,Diesel,69,1,0,1900,5,1140,39146
11500,55,63000,Petrol,110,0,0,1600,4,1035,39146
11450,54,62987,Petrol,110,0,0,1600,5,1080,39138
9900,56,62751,Petrol,110,0,0,1600,3,1050,38992
9500,54,62519,Petrol,97,0,0,1400,3,1025,38847
10500,50,62280,Petrol,97,1,0,1400,5,1060,38699
10750,50,61672,Petrol,110,0,0,1600,5,1075,38321
8950,54,61000,Diesel,69,0,0,2000,5,1140,37904
12000,56,61000,Petrol,110,1,0,1600,3,1050,37904
9940,53,60558,Petrol,110,1,0,1600,4,1105,37629
10950,47,60348,Petrol,110,0,0,1600,4,1030,37498
10750,54,60239,Petrol,110,1,0,1600,5,1075,37431
9799,51,59000,Petrol,97,1,0,1400,3,1025,36661
11750,51,58761,Petrol,97,0,0,1300,5,1060,36512
11950,54,58745,Petrol,110,1,0,1600,4,1035,36502
11250,52,58596,Petrol,110,1,0,1600,3,1045,36410
11750,54,58530,Petrol,110,0,0,1600,5,1075,36369
10950,55,58377,Petrol,110,1,0,1600,3,1050,36274
11250,56,58142,Petrol,110,1,0,1600,5,1080,36128
9950,53,57948,Petrol,97,1,0,1400,3,1025,36007
9700,51,57645,Petrol,110,0,0,1600,5,1080,35819
11950,47,57500,Petrol,110,1,0,1600,4,1105,35729
9900,53,57475,Petrol,110,0,0,1600,3,1040,35713
9990,55,56743,Petrol,110,0,0,1600,3,1045,35258
9475,48,56675,Petrol,97,1,0,1400,3,1025,35216
11500,54,55877,Petrol,110,1,0,1600,5,1075,34720
11950,53,55500,Petrol,110,1,0,1600,4,1035,34486
11500,55,54900,Petrol,97,1,0,1400,5,1060,34113
10500,50,54465,Petrol,110,0,0,1600,5,1075,33843
10900,46,53700,Petrol,97,1,0,1400,5,1060,33368
11700,52,53561,Petrol,97,1,0,1400,5,1060,33281
11900,51,53408,Petrol,110,1,0,1600,5,1080,33186
13950,51,53268,Petrol,110,1,0,1600,5,1080,33099
10950,49,53116,Petrol,97,1,0,1400,3,1025,33005
10500,56,52448,Petrol,97,0,0,1400,3,1025,32590
10750,55,52149,Petrol,97,1,0,1400,3,1085,32404
11950,55,52141,Petrol,110,1,0,1600,5,1070,32399
10000,56,52000,Petrol,97,0,0,1400,3,1025,32311
10495,48,50967,Petrol,97,1,0,1400,5,1060,31669
11450,50,50400,Petrol,110,0,0,1600,5,1080,31317
9400,54,50000,Petrol,97,1,0,1400,3,1025,31069
11950,51,50000,Petrol,86,1,0,1300,5,1045,31069
9650,53,49969,Petrol,110,0,0,1600,5,1075,31049
18950,49,49568,Petrol,110,1,0,1600,3,1105,30800
11450,51,49473,Petrol,110,0,0,1600,3,1055,30741
10250,52,49432,Petrol,110,1,0,1600,3,1050,30716
11450,48,49417,Petrol,110,1,0,1600,3,1045,30706
9950,54,49366,Petrol,97,1,0,1400,3,1025,30675
10500,56,48731,Petrol,110,1,0,1600,3,1055,30280
13750,54,48370,Petrol,110,1,0,1600,5,1080,30056
9950,48,48071,Petrol,97,0,0,1400,3,1025,29870
10250,54,47852,Petrol,110,1,0,1600,4,1030,29734
10850,54,47768,Petrol,110,0,0,1600,3,1055,29682
11895,52,47689,Petrol,110,0,0,1600,5,1075,29633
12950,53,47451,Petrol,110,1,0,1600,3,1055,29485
11950,50,47219,Petrol,110,1,0,1600,5,1080,29341
10750,56,47211,Petrol,110,1,0,1600,5,1070,29336
9550,54,46856,Petrol,97,0,0,1400,5,1060,29115
10950,56,46500,Petrol,86,0,0,1300,5,1035,28894
11750,52,46449,Petrol,110,1,0,1600,4,1035,28862
10950,47,46391,Petrol,110,0,0,1600,5,1075,28826
12450,54,46230,Petrol,110,1,0,1600,3,1055,28726
10500,52,46029,Petrol,110,1,0,1600,4,1030,28601
10900,50,46000,Petrol,97,0,0,1400,3,1025,28583
12950,50,45900,Petrol,110,1,0,1600,5,1075,28521
10950,47,45850,Petrol,97,0,0,1400,5,1060,28490
12500,56,45336,Petrol,110,1,0,1600,5,1080,28170
9950,55,44537,Petrol,97,0,0,1400,3,1025,27674
10750,56,43700,Petrol,86,1,0,1300,3,1025,27154
12500,48,43120,Petrol,97,1,0,1400,3,1030,26794
10450,49,41710,Petrol,110,0,0,1600,3,1040,25917
10750,52,41700,Petrol,97,1,0,1400,3,1025,25911
12950,49,41636,Petrol,110,1,0,1600,5,1105,25871
10995,50,41273,Petrol,97,0,0,1400,5,1060,25646
11950,49,40836,Petrol,110,0,1,1600,3,1075,25374
11250,50,40400,Petrol,97,1,0,1400,5,1060,25103
11950,47,40361,Petrol,110,1,0,1600,5,1090,25079
13750,54,40325,Petrol,86,0,0,1300,5,1045,25057
11000,47,40000,Petrol,110,0,0,1600,5,1080,24855
13500,50,39706,Petrol,110,1,0,1600,5,1080,24672
10950,54,39291,Petrol,110,1,0,1600,3,1040,24414
10750,54,39000,Petrol,97,0,0,1400,3,1025,24233
8950,47,38900,Petrol,97,1,0,1400,3,1025,24171
12950,51,38403,Petrol,110,0,0,1600,3,1055,23863
9750,56,37461,Petrol,97,0,0,1400,3,1025,23277
10900,54,37000,Petrol,97,1,0,1400,3,1025,22991
10995,55,36406,Petrol,110,1,0,1600,4,1035,22622
10750,48,36005,Petrol,97,1,0,1400,5,1065,22372
10950,52,36000,Petrol,110,1,0,1600,5,1075,22369
13000,49,36000,Petrol,110,0,0,1600,5,1080,22369
12950,45,36000,Petrol,110,1,1,1600,3,1070,22369
11500,52,35823,Petrol,110,0,0,1600,5,1075,22259
10950,56,35230,Petrol,97,0,0,1400,3,1025,21891
11710,48,35142,Petrol,110,0,0,1600,3,1055,21836
9980,49,34890,Petrol,97,0,0,1400,3,1025,21680
12250,51,34882,Petrol,110,1,0,1600,5,1075,21675
11500,46,34000,Petrol,110,1,0,1600,5,1075,21127
11950,56,33998,Petrol,110,0,0,1600,5,1080,21125
11500,55,33230,Petrol,110,0,0,1600,3,1050,20648
11900,46,33021,Petrol,110,1,0,1600,5,1080,20518
11930,49,31999,Petrol,97,0,0,1400,3,1030,19883
10500,52,31579,Petrol,97,0,0,1400,3,1025,19622
8950,56,31000,Petrol,97,0,0,1400,3,1025,19263
10450,46,30806,Petrol,97,1,0,1400,5,1060,19142
10500,55,30461,Petrol,86,1,0,1300,5,1050,18928
12950,50,29686,Petrol,110,1,1,1600,3,1075,18446
9950,55,29650,Petrol,86,0,0,1300,3,1025,18424
12900,52,29500,Petrol,110,1,0,1600,3,1055,18330
9950,48,28656,Petrol,97,0,0,1400,3,1085,17806
9950,55,27500,Petrol,97,1,0,1400,3,1025,17088
10950,48,26938,Petrol,110,1,0,1600,3,1040,16738
10950,53,26624,Petrol,97,0,0,1400,5,1060,16543
9950,47,26221,Petrol,97,1,0,1400,3,1025,16293
10950,50,22648,Petrol,97,1,0,1400,5,1060,14073
10800,50,22500,Petrol,97,1,0,1400,3,1025,13981
10500,56,19313,Petrol,97,0,0,1400,3,1025,12001
10450,50,17619,Petrol,110,0,0,1600,4,1030,10948
10600,51,17069,Petrol,97,1,0,1400,3,1025,10606
10450,48,15000,Petrol,97,1,0,1400,3,1025,9321
12950,50,10210,Petrol,97,0,0,1400,5,1065,6344
11250,47,5309,Petrol,110,1,1,1600,3,1070,3299
7500,50,1,Diesel,90,1,0,2000,3,1260,1
8950,52,31000,Petrol,97,0,0,1398,3,1025,19263
6950,58,205000,Diesel,72,1,0,2000,4,1100,127381
7900,68,204250,Diesel,72,0,0,2000,3,1115,126915
5950,68,194545,Petrol,86,0,0,1300,4,1000,120885
7500,59,190900,Diesel,72,1,0,2000,3,1115,118620
7500,62,183500,Diesel,72,1,0,2000,5,1140,114022
6900,65,176184,Diesel,72,1,0,2000,3,1115,109476
5751,67,174833,Diesel,72,0,0,2000,4,1100,108636
6950,68,155720,Petrol,86,1,0,1300,3,1015,96760
7950,67,155500,Petrol,110,1,0,1600,5,1050,96623
7750,59,154783,Diesel,72,1,0,2000,3,1120,96178
7950,64,154462,Diesel,72,1,0,2000,5,1135,95978
8250,64,150585,Petrol,110,1,0,1600,3,1065,93569
6250,67,149000,Diesel,90,1,0,2000,5,1135,92584
9500,62,147636,Diesel,72,0,0,2000,5,1135,91737
6900,59,144521,Diesel,72,1,0,2000,5,1135,89801
8450,64,144000,CNG,110,1,0,1600,3,1065,89477
7350,65,140168,Diesel,72,1,0,2000,3,1115,87096
8950,68,140000,Petrol,110,1,0,1600,5,1085,86992
6900,60,139800,Diesel,72,0,0,2000,3,1115,86868
8950,59,137050,CNG,110,1,0,1600,3,1078,85159
8750,61,136956,Petrol,110,0,0,1600,3,1065,85100
7950,67,135337,CNG,110,1,0,1600,5,1120,84094
8950,64,133769,Diesel,72,1,0,2000,3,1120,83120
8950,58,133405,Diesel,72,1,0,2000,5,1135,82894
8950,65,132807,Diesel,72,1,0,2000,5,1135,82522
7950,64,132393,Diesel,72,0,0,2000,5,1135,82265
7750,60,130270,Petrol,110,0,0,1600,3,1050,80946
7500,59,130000,Diesel,72,1,0,2000,4,1135,80778
8950,67,127000,Diesel,72,1,0,2000,5,1135,78914
9800,67,126800,Diesel,72,0,0,2000,5,1135,78790
9450,66,126452,Petrol,110,1,0,1600,5,1085,78574
8950,62,125175,Diesel,116,0,0,2000,5,1150,77780
8750,68,125000,Diesel,72,1,0,2000,3,1115,77671
10500,61,123000,Diesel,72,0,0,2000,5,1135,76429
7995,59,121626,Petrol,86,0,0,1300,5,1050,75575
10450,64,120400,Petrol,110,0,0,1600,5,1090,74813
9950,66,120000,Diesel,72,0,0,2000,4,1100,74565
9950,68,119541,Petrol,110,0,0,1600,3,1055,74279
8950,68,119500,Petrol,110,1,0,1600,5,1070,74254
7950,68,119289,Petrol,110,1,0,1600,4,1035,74123
10950,57,118833,Petrol,110,0,0,1600,3,1065,73839
9950,64,118000,Diesel,72,1,0,2000,5,1150,73322
8600,68,117955,Petrol,110,1,1,1600,4,1065,73294
7250,65,117609,Petrol,86,0,0,1300,3,1015,73079
6950,68,117000,Diesel,72,0,0,2000,3,1115,72700
8000,64,116000,Petrol,86,0,0,1300,5,1045,72079
9950,58,115715,Petrol,110,0,0,1600,5,1070,71902
9450,60,115191,CNG,110,1,0,1600,4,1079,71576
7950,68,115071,Petrol,110,1,0,1600,3,1055,71502
9450,63,115000,CNG,110,0,0,1600,3,1109,71458
9950,64,114846,Petrol,110,1,0,1600,5,1075,71362
6950,65,114383,Diesel,90,0,0,2000,3,1260,71074
8250,59,113700,Petrol,110,1,0,1600,5,1065,70650
9950,67,113118,Petrol,86,1,0,1300,3,1020,70288
8250,59,112827,Petrol,86,1,0,1300,5,1040,70107
9950,68,112116,Petrol,110,1,0,1600,5,1070,69666
10500,66,112000,Petrol,110,1,0,1600,3,1065,69594
7950,62,112000,Diesel,72,0,0,2000,4,1135,69594
9750,65,111769,Petrol,110,0,0,1600,3,1065,69450
9250,61,110853,Petrol,110,1,0,1600,5,1070,68881
9500,68,110287,Petrol,110,1,0,1600,3,1050,68529
9950,62,109547,Petrol,110,0,0,1600,5,1075,68069
7750,63,109230,Petrol,110,0,0,1600,3,1050,67872
9500,68,109150,Petrol,110,0,0,1600,5,1075,67823
9950,67,108793,Petrol,110,1,0,1600,4,1035,67601
9750,64,106784,Petrol,110,0,1,1600,3,1050,66352
9750,58,105942,Petrol,86,0,0,1300,5,1040,65829
5950,59,105000,Petrol,86,1,0,1300,3,1015,65244
8500,62,105000,Petrol,86,0,0,1300,5,1040,65244
8495,68,104299,Petrol,110,1,0,1600,5,1085,64808
9250,67,104000,Petrol,86,0,0,1300,3,1020,64623
6900,68,104000,Petrol,86,1,0,1300,3,1015,64623
8950,58,103458,Petrol,86,1,0,1300,3,1025,64286
9500,63,103400,Petrol,110,1,0,1600,5,1075,64250
9250,63,102807,Petrol,86,0,0,1300,5,1055,63881
9895,68,102494,Petrol,110,0,0,1600,5,1090,63687
9950,57,102300,Diesel,72,1,0,2000,5,1135,63566
7950,61,102106,Petrol,110,0,0,1600,3,1050,63446
8750,68,101889,Petrol,110,1,0,1600,5,1075,63311
8250,57,101791,Diesel,72,0,0,2000,3,1115,63250
8950,63,101469,Petrol,110,1,0,1600,3,1065,63050
8950,68,101001,Petrol,110,0,0,1600,5,1075,62759
8950,61,100748,Petrol,110,0,0,1600,5,1070,62602
8950,65,100550,Petrol,110,1,0,1600,5,1075,62479
9450,67,99781,Petrol,110,1,0,1600,5,1085,62001
8950,59,98658,Petrol,86,1,0,1300,3,1020,61303
9250,65,98500,Petrol,110,1,0,1600,5,1075,61205
8750,64,98291,Petrol,86,0,0,1300,4,1000,61075
9950,61,97648,Petrol,110,1,0,1600,3,1065,60676
9950,61,97425,Petrol,110,1,0,1600,5,1075,60537
9900,65,97173,Petrol,86,0,0,1300,3,1015,60380
8950,66,97046,Petrol,86,1,0,1300,4,1000,60302
8950,67,96000,Petrol,110,1,0,1600,3,1050,59652
12250,60,96000,Diesel,72,0,0,2000,4,1100,59652
9250,67,95750,Petrol,110,1,0,1600,5,1070,59496
10250,61,95147,Petrol,110,1,0,1600,3,1050,59122
8950,68,95000,Petrol,110,0,0,1600,3,1050,59030
7999,65,95000,Petrol,110,1,0,1600,3,1050,59030
9900,66,94606,Petrol,110,0,0,1600,3,1065,58785
8250,63,94504,Petrol,86,1,0,1300,4,1000,58722
10500,65,93428,Petrol,110,1,0,1600,5,1075,58053
8450,65,93408,Petrol,86,0,0,1300,3,1015,58041
9900,68,93296,Petrol,110,1,0,1600,5,1090,57971
10500,62,93098,Petrol,110,1,0,1600,5,1075,57848
8500,67,92922,Diesel,72,1,0,2000,4,1100,57739
9500,61,92498,Petrol,110,1,0,1600,3,1050,57476
9450,65,92226,Petrol,110,0,0,1600,3,1065,57307
9900,68,91505,Diesel,72,0,0,2000,3,1115,56859
8250,64,91333,Petrol,110,1,0,1600,3,1050,56752
8750,65,91246,Petrol,86,1,0,1300,3,1015,56698
9500,58,91000,Petrol,110,1,0,1600,5,1075,56545
8450,68,90727,Petrol,110,0,0,1600,3,1050,56375
8490,62,90000,Petrol,110,0,0,1600,3,1050,55923
8750,60,89576,Petrol,110,0,0,1600,4,1035,55660
9750,64,89145,Petrol,86,1,0,1300,3,1025,55392
9950,63,89000,Petrol,110,1,0,1600,5,1085,55302
8500,68,88807,Petrol,110,0,0,1600,3,1050,55182
8450,63,88685,Petrol,110,0,0,1600,5,1070,55106
7900,62,88667,Petrol,110,1,0,1600,4,1040,55095
8750,57,88480,Petrol,110,1,0,1600,3,1050,54979
7950,61,88127,Petrol,86,0,0,1300,3,1015,54760
6900,62,88000,Petrol,86,0,0,1300,3,1020,54681
8150,65,87821,Petrol,86,1,0,1300,3,1015,54569
10995,59,87654,Petrol,86,1,1,1300,5,1065,54466
8900,59,86888,Petrol,110,1,0,1600,3,1050,53990
9500,59,86871,Petrol,86,1,0,1300,5,1040,53979
8950,68,86714,Petrol,110,1,0,1600,4,1035,53882
11500,65,85889,Petrol,110,0,0,1600,3,1065,53369
10450,62,85000,Petrol,110,1,0,1600,3,1050,52817
10500,60,85000,Petrol,86,1,0,1300,3,1025,52817
9250,68,84976,Petrol,110,1,0,1600,4,1035,52802
10950,65,84558,Petrol,110,1,0,1600,5,1120,52542
10450,62,84549,Petrol,110,0,0,1600,5,1075,52536
9250,68,84482,Petrol,110,1,0,1600,5,1075,52495
8750,62,83908,Petrol,110,1,0,1600,5,1070,52138
8750,67,83560,Petrol,86,0,0,1300,3,1015,51922
9800,68,83000,Petrol,107,1,1,1600,5,1100,51574
8250,64,82723,Petrol,86,0,0,1300,3,1015,51402
10450,62,82421,Petrol,110,1,0,1600,3,1065,51214
9750,58,82254,Petrol,110,0,0,1600,5,1050,51110
8950,61,82115,Petrol,110,1,0,1600,3,1055,51024
7450,65,82000,Petrol,86,1,0,1300,3,1015,50952
8450,68,81965,Petrol,86,1,0,1300,5,1035,50931
8250,66,81250,Petrol,110,0,0,1600,3,1050,50486
10950,65,81192,Petrol,110,1,0,1600,3,1065,50450
8950,61,81170,Petrol,110,1,0,1600,4,1040,50437
8750,66,81083,Petrol,86,0,0,1300,3,1015,50383
10450,61,80714,Petrol,110,1,0,1600,5,1075,50153
10950,57,80470,Petrol,110,0,0,1600,5,1085,50002
8450,65,80439,Petrol,110,1,0,1600,4,1035,49982
9950,59,80430,Petrol,110,1,0,1600,3,1065,49977
9950,68,80426,Petrol,110,1,0,1600,3,1055,49974
8750,62,80265,Petrol,86,0,0,1300,3,1015,49874
9950,65,80153,Petrol,110,0,0,1600,5,1070,49805
9500,68,80121,Petrol,110,0,0,1600,5,1070,49785
8250,65,80086,Petrol,110,1,0,1600,4,1035,49763
10950,62,80000,Petrol,110,0,0,1600,5,1075,49710
7950,60,80000,Petrol,86,0,0,1300,5,1015,49710
8250,65,80000,Petrol,86,1,0,1300,2,1015,49710
9895,67,79858,Petrol,110,1,0,1600,4,1040,49621
9130,67,79762,Petrol,86,1,0,1300,3,1015,49562
10950,59,79660,Petrol,86,0,1,1300,5,1065,49498
10500,60,79150,Petrol,110,1,0,1600,5,1075,49182
8900,61,79000,Petrol,110,1,0,1600,3,1050,49088
9500,57,78955,Petrol,86,1,0,1300,5,1045,49060
10950,59,78750,Diesel,90,1,0,1975,5,1155,48933
7950,68,78521,Petrol,86,0,0,1300,3,1015,48791
7950,64,78356,Petrol,86,1,0,1300,3,1015,48688
7950,65,78076,Petrol,86,1,0,1300,3,1015,48514
9500,61,78063,Petrol,107,1,1,1600,5,1100,48506
10950,67,77821,Petrol,110,1,0,1600,5,1075,48356
9750,68,77695,Petrol,110,1,0,1600,4,1035,48277
9750,65,77500,Petrol,110,1,0,1600,3,1050,48156
9450,63,77457,Petrol,110,1,0,1600,3,1055,48130
8950,68,77029,Petrol,86,1,0,1300,3,1015,47864
8950,68,77008,Petrol,86,1,0,1300,3,1015,47851
8900,66,76791,Petrol,110,1,0,1600,5,1070,47716
9950,61,76700,Petrol,86,1,0,1300,5,1035,47659
8750,67,76569,Petrol,86,1,0,1300,3,1020,47578
8950,59,76162,Petrol,110,1,0,1600,5,1075,47325
8990,65,76155,Petrol,110,1,0,1600,4,1035,47321
8950,61,75609,Petrol,86,1,0,1300,3,1015,46981
8950,62,75569,Diesel,72,1,0,2000,3,1120,46956
9950,67,75429,Petrol,110,1,0,1600,3,1065,46869
9900,68,75000,Petrol,110,1,0,1600,5,1075,46603
8950,65,75000,Petrol,86,0,0,1300,3,1015,46603
8950,62,75000,Petrol,110,1,0,1600,5,1070,46603
9500,66,74963,Petrol,107,0,1,1600,3,1085,46580
7950,68,74889,Petrol,86,1,0,1300,3,1015,46534
7750,68,74875,Petrol,110,0,0,1600,5,1070,46525
8950,63,74747,Petrol,110,1,0,1600,5,1075,46446
11950,60,74720,Petrol,110,1,0,1600,5,1085,46429
8950,62,74457,Petrol,110,0,0,1600,5,1075,46265
11950,60,74337,Petrol,86,0,0,1300,5,1035,46191
8950,68,74308,Petrol,110,0,0,1600,3,1050,46173
9950,64,74193,Petrol,110,0,0,1600,3,1050,46101
8250,65,74179,Petrol,110,1,0,1600,3,1050,46093
8995,67,73936,Petrol,86,1,0,1300,5,1050,45942
9995,61,73894,Petrol,110,1,0,1600,3,1065,45916
9250,64,73500,Petrol,110,1,0,1600,3,1050,45671
10950,64,73376,Petrol,110,0,0,1600,5,1070,45594
8900,64,73300,Petrol,86,1,0,1300,3,1015,45546
9500,58,73172,Petrol,110,1,0,1600,5,1075,45467
9950,58,72928,Petrol,110,1,0,1600,5,1075,45315
7950,67,72880,Petrol,86,1,0,1332,3,1015,45286
8250,63,72522,Petrol,110,1,0,1600,3,1050,45063
9450,64,72000,Petrol,86,1,0,1300,3,1015,44739
7950,57,72000,Petrol,86,0,0,1300,3,1015,44739
9500,59,71366,Petrol,110,0,0,1600,3,1065,44345
8950,65,71317,Petrol,110,0,0,1600,3,1050,44314
10950,62,71000,Petrol,110,0,0,1600,5,1070,44117
8950,60,70954,Petrol,110,0,0,1600,3,1050,44089
9450,63,70908,Petrol,86,0,0,1300,5,1035,44060
8000,58,70560,Petrol,110,1,0,1600,3,1050,43844
9900,67,70552,Petrol,110,0,0,1600,5,1075,43839
8950,62,70500,Petrol,110,1,0,1600,5,1035,43807
10900,60,70453,Diesel,72,0,0,2000,5,1135,43777
9450,59,70218,Petrol,110,1,0,1600,3,1050,43631
8450,64,70116,Petrol,110,1,0,1600,4,1035,43568
9500,65,70068,Petrol,110,1,0,1600,5,1075,43538
10500,67,70000,Petrol,107,1,1,1587,3,1065,43496
6950,68,70000,Petrol,86,1,0,1300,3,1015,43496
9750,68,69103,Petrol,110,0,0,1600,4,1035,42939
6950,58,69022,Petrol,86,1,0,1300,5,1035,42888
9650,67,69000,Petrol,110,1,0,1600,3,1065,42875
9950,68,68865,Petrol,110,1,0,1600,3,1065,42791
9250,58,68723,Petrol,86,0,0,1300,3,1025,42702
8950,63,68453,Petrol,110,1,0,1600,5,1070,42535
9900,63,68238,Petrol,86,0,0,1300,5,1050,42401
10995,63,68153,Petrol,110,1,0,1600,5,1085,42348
10500,65,68000,Petrol,110,0,0,1600,5,1075,42253
8950,65,68000,Petrol,86,1,0,1300,3,1015,42253
9750,67,67762,Petrol,110,1,0,1600,3,1065,42105
10950,68,67146,Petrol,110,1,0,1600,5,1075,41723
9750,67,67110,Petrol,86,1,0,1300,5,1035,41700
9950,59,67010,Petrol,110,1,0,1600,3,1065,41638
10500,65,67003,Petrol,110,1,0,1600,4,1035,41634
10400,68,66785,Petrol,86,0,1,1300,3,1045,41498
8800,68,66550,Petrol,86,0,0,1332,3,1010,41352
10500,61,66259,Petrol,110,1,0,1600,3,1065,41171
9250,62,66082,Petrol,110,0,0,1600,5,1070,41061
7800,65,66000,Petrol,86,1,0,1300,3,1015,41010
9950,61,66000,Petrol,110,0,0,1600,3,1050,41010
10750,63,65896,Petrol,110,1,0,1600,3,1065,40946
10950,67,65785,Petrol,110,1,0,1600,5,1075,40877
9950,65,65513,Petrol,110,1,1,1600,4,1070,40708
9950,59,65463,Petrol,110,1,0,1600,5,1070,40677
8100,68,65400,Petrol,86,1,0,1300,4,1000,40638
9250,60,65259,Petrol,110,1,0,1600,3,1050,40550
7800,64,65000,Petrol,110,1,0,1600,3,1050,40389
9000,68,65000,Petrol,110,0,0,1600,5,1070,40389
8950,57,65000,Petrol,110,0,0,1600,4,1035,40389
8950,62,64966,Petrol,86,0,0,1300,3,1020,40368
9950,68,64950,Petrol,110,1,0,1600,5,1075,40358
8500,60,64914,Petrol,110,1,0,1600,5,1070,40336
7995,62,64797,Petrol,110,1,0,1600,5,1075,40263
8750,65,64772,Petrol,110,1,0,1600,3,1050,40247
9750,63,64690,Petrol,86,0,0,1300,3,1020,40196
10950,65,64630,Petrol,110,0,0,1600,5,1070,40159
9750,67,64613,Petrol,110,1,0,1600,5,1085,40149
8200,60,64383,Petrol,86,0,0,1300,3,1015,40006
8950,68,64000,Petrol,110,0,0,1600,5,1075,39768
9500,66,63881,Petrol,86,0,0,1300,3,1015,39694
10950,58,63870,Diesel,72,0,0,2000,5,1135,39687
9750,66,63328,Petrol,86,0,1,1300,5,1065,39350
9950,65,63000,Petrol,86,1,1,1300,5,1065,39146
10450,61,63000,Petrol,86,0,1,1300,3,1050,39146
9850,65,62396,Petrol,110,0,0,1600,3,1050,38771
9450,62,62377,Petrol,110,1,0,1600,5,1075,38759
10295,67,62316,Petrol,110,1,0,1600,3,1050,38721
9750,68,62292,Petrol,110,1,0,1600,3,1065,38706
8950,65,62225,Petrol,110,1,0,1600,3,1050,38665
9900,68,62222,Petrol,110,0,0,1600,5,1075,38663
8750,66,62135,Petrol,86,1,0,1300,5,1035,38609
9950,58,62024,Petrol,110,1,0,1600,5,1075,38540
8500,60,61977,Petrol,86,1,0,1300,3,1015,38511
9950,62,61930,Petrol,110,1,0,1600,4,1035,38482
10950,57,61682,Petrol,110,0,0,1600,3,1050,38327
9795,68,61568,Petrol,110,1,0,1600,4,1035,38257
8750,68,61504,Petrol,110,1,0,1600,4,1035,38217
8250,65,61384,Petrol,110,1,0,1600,3,1050,38142
9950,58,61343,Petrol,110,1,0,1600,5,1075,38117
9950,62,61254,Petrol,110,0,0,1600,5,1075,38061
10500,59,61166,Petrol,110,1,0,1600,3,1050,38007
9750,62,61149,Petrol,86,1,0,1300,5,1040,37996
11250,61,61144,Petrol,110,1,0,1600,5,1090,37993
8900,59,61127,Petrol,110,1,0,1600,3,1050,37983
7950,60,61100,Petrol,86,1,0,1300,3,1015,37966
11500,68,61100,Petrol,110,1,0,1600,5,1075,37966
9450,57,61000,Petrol,110,1,0,1600,3,1050,37904
7995,65,60724,Petrol,86,1,0,1300,3,1015,37732
10995,59,60708,Petrol,86,1,0,1300,5,1045,37722
8950,61,60532,Petrol,110,1,0,1600,3,1050,37613
8250,67,60000,Petrol,86,0,1,1300,4,1030,37282
8950,66,60000,Petrol,86,1,0,1300,3,1015,37282
8950,65,60000,Petrol,86,1,0,1300,3,1015,37282
9500,62,59295,Petrol,86,0,0,1300,5,1035,36844
7500,65,59264,Petrol,86,0,0,1300,3,1015,36825
8950,63,59000,Petrol,110,0,0,1600,3,1050,36661
9950,63,59000,Petrol,86,1,0,1300,5,1035,36661
9750,65,59000,Petrol,110,0,0,1600,5,1075,36661
9450,61,59000,Petrol,110,1,0,1600,5,1070,36661
9950,65,59000,Petrol,110,0,0,1600,3,1050,36661
9750,68,58860,Petrol,110,1,0,1600,3,1055,36574
8950,65,58829,Petrol,110,0,0,1600,3,1050,36555
8250,66,58654,Petrol,110,1,0,1600,5,1070,36446
7750,65,58300,Petrol,86,1,0,1300,3,1015,36226
8950,60,58269,Petrol,110,1,0,1600,3,1050,36207
9950,64,58136,Petrol,110,1,0,1600,5,1075,36124
9450,66,58113,Petrol,107,1,1,1600,3,1085,36110
12950,67,58058,Petrol,110,1,0,1600,3,1065,36076
9950,58,58000,Petrol,110,1,0,1600,3,1050,36040
10495,62,58000,Petrol,110,1,0,1600,3,1065,36040
7950,68,57565,Petrol,86,1,0,1300,5,1035,35769
10500,63,57413,Petrol,107,0,1,1600,5,1115,35675
8950,65,57374,Petrol,110,1,0,1600,5,1075,35651
9900,62,57179,Petrol,110,1,0,1600,5,1075,35529
9995,61,57169,Petrol,110,1,0,1600,3,1065,35523
9950,63,57124,Petrol,110,1,0,1600,3,1065,35495
9950,63,57000,Petrol,110,1,0,1600,3,1050,35418
8250,67,57000,Petrol,110,0,0,1600,3,1050,35418
9950,63,57000,Petrol,86,1,0,1300,5,1035,35418
8950,59,56259,Petrol,86,0,0,1300,3,1015,34958
10950,62,56209,Petrol,107,1,1,1600,3,1080,34927
9250,67,56074,Petrol,86,0,0,1300,4,1000,34843
9950,63,55942,Petrol,110,1,0,1600,5,1070,34761
